name,url
MaN,https://cdn.frankerfacez.com/emoticon/266564/1
TopPika,https://cdn.frankerfacez.com/emoticon/18149/1
VapeNation,https://cdn.frankerfacez.com/emoticon/92333/1
sOk,https://cdn.frankerfacez.com/emoticon/70405/1
VictoryScreech,https://cdn.frankerfacez.com/emoticon/26865/1
gachiF,https://cdn.frankerfacez.com/emoticon/238016/1
NepDerp,https://cdn.frankerfacez.com/emoticon/61879/1
oie,https://cdn.frankerfacez.com/emoticon/25942/1
KermitENOUGH,https://cdn.frankerfacez.com/emoticon/134065/1
OhMy,https://cdn.frankerfacez.com/emoticon/34312/1
Pepe,https://cdn.frankerfacez.com/emoticon/12055/1
GoldenKappa,https://cdn.frankerfacez.com/emoticon/77198/1
AnimeBoy,https://cdn.frankerfacez.com/emoticon/81227/1
ErynStaryn,https://cdn.frankerfacez.com/emoticon/109523/1
HYPERHARDW,https://cdn.frankerfacez.com/emoticon/214126/1
FeelsTastyMan,https://cdn.frankerfacez.com/emoticon/213195/1
2Pro4U,https://cdn.frankerfacez.com/emoticon/46683/1
KannaWOT,https://cdn.frankerfacez.com/emoticon/230185/1
4Town,https://cdn.frankerfacez.com/emoticon/261802/1
ReimuPalm,https://cdn.frankerfacez.com/emoticon/35054/1
YeahBoi,https://cdn.frankerfacez.com/emoticon/43360/1
FailerZ,https://cdn.frankerfacez.com/emoticon/8785/1
JustRight,https://cdn.frankerfacez.com/emoticon/93535/1
WTFgurl,https://cdn.frankerfacez.com/emoticon/40795/1
LewdMouth,https://cdn.frankerfacez.com/emoticon/29068/1
PizzaParty,https://cdn.frankerfacez.com/emoticon/34532/1
Krappa,https://cdn.frankerfacez.com/emoticon/36263/1
OkuuFlare,https://cdn.frankerfacez.com/emoticon/29069/1
DaijouBooty,https://cdn.frankerfacez.com/emoticon/101939/1
MingLow,https://cdn.frankerfacez.com/emoticon/164124/1
4Gitte,https://cdn.frankerfacez.com/emoticon/249850/1
SeriousSpeedrun,https://cdn.frankerfacez.com/emoticon/26220/1
WooferWhat,https://cdn.frankerfacez.com/emoticon/81780/1
MOIST,https://cdn.frankerfacez.com/emoticon/29967/1
NotSureIf,https://cdn.frankerfacez.com/emoticon/43503/1
Thonking,https://cdn.frankerfacez.com/emoticon/155679/1
REEEE,https://cdn.frankerfacez.com/emoticon/61193/1
DoILookLikeIKnowWhatAFrankerFaceZeeIs,https://cdn.frankerfacez.com/emoticon/41767/1
GLOD,https://cdn.frankerfacez.com/emoticon/16291/1
essiPls,https://cdn.frankerfacez.com/emoticon/43052/1
SmugNep,https://cdn.frankerfacez.com/emoticon/35957/1
POOGERS,https://cdn.frankerfacez.com/emoticon/240443/1
DatBoi,https://cdn.frankerfacez.com/emoticon/98940/1
HONEYDETECTED,https://cdn.frankerfacez.com/emoticon/211702/1
RipUrn,https://cdn.frankerfacez.com/emoticon/27650/1
BottomsUp,https://cdn.frankerfacez.com/emoticon/230002/1
WoweeW,https://cdn.frankerfacez.com/emoticon/181160/1
DougDimmadomeOwnerOfTheDimmsdaleDimmadomeLookingOutHisDimmsdaleDimmadome,https://cdn.frankerfacez.com/emoticon/44708/1
ChocolaChamp,https://cdn.frankerfacez.com/emoticon/47856/1
NicoNii,https://cdn.frankerfacez.com/emoticon/29077/1
Kappap,https://cdn.frankerfacez.com/emoticon/34827/1
LoveBag,https://cdn.frankerfacez.com/emoticon/34678/1
NeverGiveUp,https://cdn.frankerfacez.com/emoticon/15120/1
FeelsAkariMan,https://cdn.frankerfacez.com/emoticon/229994/1
CatBoo,https://cdn.frankerfacez.com/emoticon/25793/1
DataFace,https://cdn.frankerfacez.com/emoticon/14567/1
monikaS,https://cdn.frankerfacez.com/emoticon/214644/1
vineLore,https://cdn.frankerfacez.com/emoticon/237207/1
KannaBlob,https://cdn.frankerfacez.com/emoticon/167504/1
OpieOBee,https://cdn.frankerfacez.com/emoticon/31166/1
monkaStare,https://cdn.frankerfacez.com/emoticon/229904/1
Costanza,https://cdn.frankerfacez.com/emoticon/2532/1
pepoHmm,https://cdn.frankerfacez.com/emoticon/204804/1
BasedGod,https://cdn.frankerfacez.com/emoticon/27759/1
RatedL,https://cdn.frankerfacez.com/emoticon/78488/1
tooDank,https://cdn.frankerfacez.com/emoticon/128585/1
FeelsGoodEnoughMan,https://cdn.frankerfacez.com/emoticon/87528/1
KannaWave,https://cdn.frankerfacez.com/emoticon/186320/1
FeelsThinkingMan,https://cdn.frankerfacez.com/emoticon/197630/1
NepBaka,https://cdn.frankerfacez.com/emoticon/99807/1
NickyQ,https://cdn.frankerfacez.com/emoticon/156369/1
KurisuFact,https://cdn.frankerfacez.com/emoticon/29070/1
GumiStare,https://cdn.frankerfacez.com/emoticon/229530/1
KannaWant,https://cdn.frankerfacez.com/emoticon/158733/1
RESET,https://cdn.frankerfacez.com/emoticon/21054/1
LukaShock,https://cdn.frankerfacez.com/emoticon/28969/1
OhNo,https://cdn.frankerfacez.com/emoticon/84914/1
Regginator,https://cdn.frankerfacez.com/emoticon/25383/1
Dreddgasm,https://cdn.frankerfacez.com/emoticon/29102/1
HeyMF,https://cdn.frankerfacez.com/emoticon/51247/1
PepoG,https://cdn.frankerfacez.com/emoticon/218530/1
StopStreaming,https://cdn.frankerfacez.com/emoticon/60729/1
MonkaS,https://cdn.frankerfacez.com/emoticon/266081/1
CosmicBrain,https://cdn.frankerfacez.com/emoticon/181164/1
OMEGAZULUL,https://cdn.frankerfacez.com/emoticon/172861/1
HiKibbi,https://cdn.frankerfacez.com/emoticon/8704/1
TwitchCops,https://cdn.frankerfacez.com/emoticon/31424/1
GTChimp,https://cdn.frankerfacez.com/emoticon/228628/1
AnimeThump,https://cdn.frankerfacez.com/emoticon/41191/1
OOOOOHOHOHO,https://cdn.frankerfacez.com/emoticon/53827/1
DrakTip,https://cdn.frankerfacez.com/emoticon/53578/1
NiceSoftlock,https://cdn.frankerfacez.com/emoticon/30164/1
vineVolume,https://cdn.frankerfacez.com/emoticon/237191/1
MikuRawr,https://cdn.frankerfacez.com/emoticon/229995/1
BlastZ,https://cdn.frankerfacez.com/emoticon/83532/1
Contem,https://cdn.frankerfacez.com/emoticon/75245/1
PogChap,https://cdn.frankerfacez.com/emoticon/14935/1
TheFeels,https://cdn.frankerfacez.com/emoticon/151642/1
ZULOL,https://cdn.frankerfacez.com/emoticon/218588/1
peepoHug,https://cdn.frankerfacez.com/emoticon/237403/1
peepoCheer,https://cdn.frankerfacez.com/emoticon/217349/1
gachiGAZUMU,https://cdn.frankerfacez.com/emoticon/79178/1
Yee,https://cdn.frankerfacez.com/emoticon/8472/1
cmonBrother,https://cdn.frankerfacez.com/emoticon/227704/1
pepoS,https://cdn.frankerfacez.com/emoticon/202129/1
PinguZ,https://cdn.frankerfacez.com/emoticon/38130/1
VertWhat,https://cdn.frankerfacez.com/emoticon/102983/1
HAhaa,https://cdn.frankerfacez.com/emoticon/144811/1
SpongeBobLookingOutHisWindow,https://cdn.frankerfacez.com/emoticon/39146/1
ppL,https://cdn.frankerfacez.com/emoticon/229544/1
HeyPal,https://cdn.frankerfacez.com/emoticon/45103/1
PogChimp,https://cdn.frankerfacez.com/emoticon/31401/1
vineToad,https://cdn.frankerfacez.com/emoticon/237210/1
PlutiaStare,https://cdn.frankerfacez.com/emoticon/58145/1
2Booty,https://cdn.frankerfacez.com/emoticon/154097/1
vineMeat,https://cdn.frankerfacez.com/emoticon/249199/1
Clappa,https://cdn.frankerfacez.com/emoticon/34804/1
DougDimmadomeOwnerOfTheDimmsdaleDimmadomeLookingOutHisDimmsdaleDimmadomeLookingOutSpongebobsWindowAndKnucklesFtDanteDOIT,https://cdn.frankerfacez.com/emoticon/45368/1
vineTingle,https://cdn.frankerfacez.com/emoticon/237188/1
GrumpDump,https://cdn.frankerfacez.com/emoticon/31481/1
SunWithFaceClap,https://cdn.frankerfacez.com/emoticon/219659/1
vineEyes,https://cdn.frankerfacez.com/emoticon/237213/1
HYPERDANSGAMEW,https://cdn.frankerfacez.com/emoticon/242861/1
vinePant,https://cdn.frankerfacez.com/emoticon/238837/1
SayGah,https://cdn.frankerfacez.com/emoticon/78149/1
vineSalt,https://cdn.frankerfacez.com/emoticon/239189/1
KerMeme,https://cdn.frankerfacez.com/emoticon/41216/1
NoBully,https://cdn.frankerfacez.com/emoticon/19256/1
vineCorrupt,https://cdn.frankerfacez.com/emoticon/237189/1
LennyFace,https://cdn.frankerfacez.com/emoticon/28491/1
MingLUL,https://cdn.frankerfacez.com/emoticon/235491/1
vineChatyot,https://cdn.frankerfacez.com/emoticon/239191/1
RemFive,https://cdn.frankerfacez.com/emoticon/123346/1
vineRiker,https://cdn.frankerfacez.com/emoticon/238280/1
LOMEGALU,https://cdn.frankerfacez.com/emoticon/239904/1
vineBot,https://cdn.frankerfacez.com/emoticon/237208/1
KermitTea,https://cdn.frankerfacez.com/emoticon/47945/1
CoolCatBag,https://cdn.frankerfacez.com/emoticon/41091/1
vineMemory,https://cdn.frankerfacez.com/emoticon/239193/1
RikkaWOW,https://cdn.frankerfacez.com/emoticon/64450/1
NekoGasm,https://cdn.frankerfacez.com/emoticon/34856/1
vineArrows,https://cdn.frankerfacez.com/emoticon/237190/1
nepsMug,https://cdn.frankerfacez.com/emoticon/230088/1
RektM8,https://cdn.frankerfacez.com/emoticon/29237/1
pajaCMON,https://cdn.frankerfacez.com/emoticon/177686/1
monkaR,https://cdn.frankerfacez.com/emoticon/185464/1
SugoiDesu,https://cdn.frankerfacez.com/emoticon/41459/1
NepThug,https://cdn.frankerfacez.com/emoticon/102982/1
MEGALEE,https://cdn.frankerfacez.com/emoticon/121049/1
LUL,https://cdn.frankerfacez.com/emoticon/112519/1
POWAH,https://cdn.frankerfacez.com/emoticon/45578/1
Feuer,https://cdn.frankerfacez.com/emoticon/160472/1
GameOver,https://cdn.frankerfacez.com/emoticon/14061/1
monkaMega,https://cdn.frankerfacez.com/emoticon/201364/1
monkaSpeed,https://cdn.frankerfacez.com/emoticon/260557/1
GitGud,https://cdn.frankerfacez.com/emoticon/55686/1
KappaFish,https://cdn.frankerfacez.com/emoticon/44109/1
KevinSquirtle,https://cdn.frankerfacez.com/emoticon/18146/1
TwitchThump,https://cdn.frankerfacez.com/emoticon/28414/1
EXPLOSION,https://cdn.frankerfacez.com/emoticon/115412/1
YanStabR,https://cdn.frankerfacez.com/emoticon/104226/1
vineGordon,https://cdn.frankerfacez.com/emoticon/242380/1
MingBee,https://cdn.frankerfacez.com/emoticon/67397/1
SpongeArmR,https://cdn.frankerfacez.com/emoticon/30624/1
OMEGALULEatingAnEggplant,https://cdn.frankerfacez.com/emoticon/210423/1
vineFisheye,https://cdn.frankerfacez.com/emoticon/237195/1
Pepega,https://cdn.frankerfacez.com/emoticon/243789/1
vineLenny,https://cdn.frankerfacez.com/emoticon/241409/1
LewdHina,https://cdn.frankerfacez.com/emoticon/90414/1
CarltonOP,https://cdn.frankerfacez.com/emoticon/34380/1
PepeFrog,https://cdn.frankerfacez.com/emoticon/10939/1
pepeComfy,https://cdn.frankerfacez.com/emoticon/117885/1
sPuke,https://cdn.frankerfacez.com/emoticon/26035/1
SpongeArmL,https://cdn.frankerfacez.com/emoticon/30623/1
HeyOP,https://cdn.frankerfacez.com/emoticon/31930/1
mahYandere,https://cdn.frankerfacez.com/emoticon/33889/1
PepeThink,https://cdn.frankerfacez.com/emoticon/258482/1
ggxHard,https://cdn.frankerfacez.com/emoticon/240523/1
Krustygasm,https://cdn.frankerfacez.com/emoticon/27078/1
Nopenope,https://cdn.frankerfacez.com/emoticon/9022/1
HappyTrees,https://cdn.frankerfacez.com/emoticon/13467/1
PerfectGame,https://cdn.frankerfacez.com/emoticon/30146/1
REEEEEE,https://cdn.frankerfacez.com/emoticon/201590/1
KannaSpooks,https://cdn.frankerfacez.com/emoticon/160438/1
MikuDoom,https://cdn.frankerfacez.com/emoticon/49696/1
NepNap,https://cdn.frankerfacez.com/emoticon/39655/1
NepRage,https://cdn.frankerfacez.com/emoticon/75178/1
iFink,https://cdn.frankerfacez.com/emoticon/96962/1
Lewd!,https://cdn.frankerfacez.com/emoticon/70014/1
monkaCozy,https://cdn.frankerfacez.com/emoticon/226927/1
POGGER,https://cdn.frankerfacez.com/emoticon/233181/1
forsenT,https://cdn.frankerfacez.com/emoticon/142606/1
monkaRage,https://cdn.frankerfacez.com/emoticon/204986/1
WTDuck,https://cdn.frankerfacez.com/emoticon/40053/1
MotteLewd,https://cdn.frankerfacez.com/emoticon/15829/1
OnDiscDLC,https://cdn.frankerfacez.com/emoticon/37074/1
vineDub,https://cdn.frankerfacez.com/emoticon/242375/1
MahoHuh,https://cdn.frankerfacez.com/emoticon/152217/1
SmoothMove,https://cdn.frankerfacez.com/emoticon/4853/1
RabidRacc,https://cdn.frankerfacez.com/emoticon/22701/1
pepoHYPE,https://cdn.frankerfacez.com/emoticon/214120/1
HYPE!,https://cdn.frankerfacez.com/emoticon/190370/1
OhImGay,https://cdn.frankerfacez.com/emoticon/166133/1
AWOO,https://cdn.frankerfacez.com/emoticon/58787/1
WutFaceW,https://cdn.frankerfacez.com/emoticon/168065/1
Oof,https://cdn.frankerfacez.com/emoticon/214279/1
FeelsDabMan,https://cdn.frankerfacez.com/emoticon/132023/1
CuteFlower,https://cdn.frankerfacez.com/emoticon/26629/1
Pogey,https://cdn.frankerfacez.com/emoticon/262805/1
4Heed,https://cdn.frankerfacez.com/emoticon/242432/1
MikuFail,https://cdn.frankerfacez.com/emoticon/52741/1
WooperZ,https://cdn.frankerfacez.com/emoticon/18150/1
NepGah,https://cdn.frankerfacez.com/emoticon/132054/1
ThankYou,https://cdn.frankerfacez.com/emoticon/45193/1
UzuMoe,https://cdn.frankerfacez.com/emoticon/87984/1
KannaPeer,https://cdn.frankerfacez.com/emoticon/162826/1
DontAtMe,https://cdn.frankerfacez.com/emoticon/198868/1
monkaChrist,https://cdn.frankerfacez.com/emoticon/243681/1
megaPalm,https://cdn.frankerfacez.com/emoticon/1327/1
SataniaSmug,https://cdn.frankerfacez.com/emoticon/228800/1
AYAYAY,https://cdn.frankerfacez.com/emoticon/250475/1
TohruSmug,https://cdn.frankerfacez.com/emoticon/166994/1
PeepoGlad,https://cdn.frankerfacez.com/emoticon/244322/1
BonkChamp,https://cdn.frankerfacez.com/emoticon/30745/1
NoticeMe,https://cdn.frankerfacez.com/emoticon/37759/1
RedSplitsLive,https://cdn.frankerfacez.com/emoticon/30028/1
OMEGALOL,https://cdn.frankerfacez.com/emoticon/271325/1
RIP,https://cdn.frankerfacez.com/emoticon/164177/1
vineSleepy,https://cdn.frankerfacez.com/emoticon/242379/1
4Shrug,https://cdn.frankerfacez.com/emoticon/226912/1
LOLdog,https://cdn.frankerfacez.com/emoticon/6817/1
RemKiss,https://cdn.frankerfacez.com/emoticon/111632/1
vinePray,https://cdn.frankerfacez.com/emoticon/248027/1
RemSleepy,https://cdn.frankerfacez.com/emoticon/151640/1
vapeCloud,https://cdn.frankerfacez.com/emoticon/156476/1
AmatsuCozy,https://cdn.frankerfacez.com/emoticon/94572/1
PogChampo,https://cdn.frankerfacez.com/emoticon/111164/1
ReimuGlare,https://cdn.frankerfacez.com/emoticon/28506/1
HYPERAYAYA,https://cdn.frankerfacez.com/emoticon/243397/1
ggxGang,https://cdn.frankerfacez.com/emoticon/237100/1
RipTheRun,https://cdn.frankerfacez.com/emoticon/30551/1
vineScoop,https://cdn.frankerfacez.com/emoticon/242376/1
PainsChamp,https://cdn.frankerfacez.com/emoticon/263297/1
PlutieStare,https://cdn.frankerfacez.com/emoticon/96381/1
monakS,https://cdn.frankerfacez.com/emoticon/184836/1
GearGasm,https://cdn.frankerfacez.com/emoticon/47055/1
gachiBASS,https://cdn.frankerfacez.com/emoticon/273779/1
peepoS,https://cdn.frankerfacez.com/emoticon/228448/1
RamFive,https://cdn.frankerfacez.com/emoticon/123345/1
69percent,https://cdn.frankerfacez.com/emoticon/28215/1
karenWat,https://cdn.frankerfacez.com/emoticon/36249/1
